City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,avila,40.5833,-5.0,12.34,77,65,1.75,ES,1728860529
364,northam,51.0333,-4.2167,9.78,93,100,9.18,GB,1728860530
365,sinabang,2.4803,96.3801,25.08,86,100,2.46,ID,1728860532
366,bani walid,31.7566,13.9942,21.94,77,2,2.83,LY,1728860534
367,piti village,13.4626,144.6933,30.03,82,40,2.57,GU,1728860535
368,katabu,-4.9333,122.5167,26.69,82,99,2.11,ID,1728860536
369,marvejols,44.5538,3.2914,12.53,96,5,1.01,FR,1728860537
370,pangai,-19.8,-174.35,28.06,74,75,1.03,TO,1728860538
371,santa marta,11.2408,-74.199,33.03,69,40,4.12,CO,1728859918
372,yuncheng,35.0231,110.9928,15.24,70,0,1.32,CN,1728860540
373,wajir,1.7471,40.0573,25.91,56,67,6.93,KE,1728860542
374,agat village,13.3886,144.6585,29.64,86,40,2.57,GU,1728860543
375,beyneu,45.3167,55.2,2.7,57,0,4.83,KZ,1728860544
376,laurel,39.0993,-76.8483,24.46,58,19,2.24,US,1728860546
377,usinsk,65.9939,57.5281,0.76,94,72,4.69,RU,1728860547
378,tosontsengel,48.7567,98.2839,-1.8,87,9,2.39,MN,1728860548
379,qaqortoq,60.7167,-46.0333,2.51,61,58,4.57,GL,1728860253
380,callao,-12.0667,-77.15,23.18,72,0,8.75,PE,1728860550
381,hansi,29.1,75.9667,24.47,26,100,1.09,IN,1728860551
382,juneau,58.3019,-134.4197,8.01,100,100,1.95,US,1728860491
383,dunedin,-45.8742,170.5036,12.11,60,2,1.79,NZ,1728860479
384,hami,42.8,93.45,13.28,38,8,4.1,CN,1728860555
385,kenai,60.5544,-151.2583,8.9,74,0,4.12,US,1728860556
386,wacheng,33.7833,114.5167,16.14,83,64,2.0,CN,1728860557
387,friedrichstadt,54.3757,9.0867,12.29,66,100,7.85,DE,1728860558
388,sao joao da barra,-21.6403,-41.0511,23.05,83,100,5.47,BR,1728860559
389,acaponeta,22.4964,-105.3594,31.48,61,3,3.24,MX,1728860561
390,lidkoping,58.5052,13.1577,9.12,96,96,0.52,SE,1728860562
391,revda,56.801,59.9303,-5.04,87,81,1.5,RU,1728860563
392,vila velha,-20.3297,-40.2925,23.97,90,40,5.14,BR,1728860556
393,porto novo,6.4965,2.6036,26.9,90,100,2.31,BJ,1728860565
394,ardestan,33.3761,52.3694,21.17,20,1,2.48,IR,1728860566
395,edmundston,47.3737,-68.3251,7.63,67,0,2.57,CA,1728860291
396,lockport,41.5895,-88.0578,14.47,52,75,7.72,US,1728860507
397,fort mcmurray,56.7268,-111.381,16.77,31,100,5.66,CA,1728860404
398,rio gallegos,-51.6226,-69.2181,16.03,29,20,14.4,AR,1728860340
399,lospalos,-8.5186,127.0025,25.66,69,100,2.45,TL,1728860572
400,caister-on-sea,52.6481,1.7265,6.62,64,100,1.41,GB,1728860573
401,bebedja,8.6761,16.566,21.55,93,89,1.51,TD,1728860574
402,cooper's town,26.8667,-77.5167,26.81,79,95,6.95,BS,1728860575
403,mirny,62.5353,113.9611,-9.75,91,89,3.48,RU,1728860577
404,gosaba,22.165,88.7998,24.61,81,62,1.75,IN,1728860578
405,arno,60.1167,18.6333,8.54,86,100,1.01,SE,1728860579
406,niquero,20.0431,-77.5828,28.89,77,64,2.83,CU,1728860581
407,midland,31.9974,-102.0779,34.03,11,0,2.57,US,1728860516
408,midvagur,62.0511,-7.1939,5.46,70,75,6.69,FO,1728860473
409,isangel,-19.55,169.2667,25.06,65,75,3.6,VU,1728860585
410,kidal,18.4411,1.4078,32.4,13,2,4.03,ML,1728860586
411,summerside,46.3959,-63.7876,11.07,62,100,0.0,CA,1728860587
412,fonte boa,-2.4959,-66.2662,28.1,53,87,1.06,BR,1728860589
413,ocean city,39.2776,-74.5746,20.66,77,4,6.26,US,1728860333
414,irymple,-34.25,142.1667,22.83,46,43,5.23,AU,1728860591
415,shangrao,28.4532,117.9686,21.22,84,4,1.42,CN,1728860592
416,wuyang,31.9925,116.2472,17.55,92,86,0.35,CN,1728860593
417,baikonur,45.6167,63.3167,3.05,88,93,5.98,KZ,1728860594
418,greenville,35.6127,-77.3663,21.01,54,0,3.09,US,1728860357
419,collie,-33.3667,116.15,13.12,90,13,1.46,AU,1728860597
420,kibre mengist,5.8833,38.9833,15.39,94,100,0.75,ET,1728860598
421,buffalo,42.8865,-78.8784,9.21,93,100,6.17,US,1728860379
422,lively,46.4334,-81.1498,7.23,64,5,3.97,CA,1728860600
423,nadym,65.5333,72.5167,-1.19,89,33,6.2,RU,1728860601
424,kingston,17.997,-76.7936,31.53,70,20,9.26,JM,1728860336
425,torbat-e heydariyeh,35.274,59.2195,15.88,34,4,1.78,IR,1728860604
426,lionel town,17.8101,-77.2406,28.03,76,75,3.52,JM,1728860605
427,el galpon,-25.3807,-64.6526,25.18,64,45,2.49,AR,1728860606
428,bubaque,11.2833,-15.8333,28.08,79,100,3.93,GW,1728860608
429,ilirska bistrica,45.5697,14.2408,12.55,81,99,1.36,SI,1728860610
430,kanniyakumari,8.0833,77.5667,25.62,86,100,3.4,IN,1728860611
431,togur,58.3631,82.8265,-2.24,64,89,4.01,RU,1728860612
432,el granada,37.5027,-122.4694,22.1,90,0,6.17,US,1728860613
433,tofol,5.3248,163.0078,30.88,66,75,2.06,FM,1728860614
434,dampit,-8.2116,112.7493,22.54,82,99,1.68,ID,1728860615
435,hobyo,5.3505,48.5268,25.3,85,82,8.5,SO,1728860616
436,weatherford,32.7593,-97.7972,34.32,23,0,1.34,US,1728860330
437,zhoushan,30.0108,122.2047,23.52,90,8,3.35,CN,1728860619
438,vladimiro-aleksandrovskoye,42.8944,133.0778,15.17,86,100,2.18,RU,1728860620
439,mana,5.6592,-53.7767,27.12,84,50,5.79,GF,1728860621
440,dalbandin,28.8947,64.4101,22.01,10,2,1.47,PK,1728860622
441,shingu,33.7333,135.9833,23.02,65,21,6.26,JP,1728860623
442,lesozavodsk,45.4794,133.4244,10.8,61,100,3.69,RU,1728860625
443,nosy varika,-20.5833,48.5333,18.34,82,43,1.81,MG,1728860626
444,paradip garh,20.3167,86.6167,25.24,83,91,2.03,IN,1728860627
445,riverton,40.5219,-111.9391,28.7,22,0,5.66,US,1728860628
446,jinshi,29.6049,111.8701,17.04,94,82,1.01,CN,1728860629
447,flin flon,54.7682,-101.865,5.91,70,75,1.03,CA,1728860630
448,fort bragg,35.139,-79.006,21.75,63,0,4.2,US,1728860631
449,al qaryatayn,34.2296,37.2407,20.11,54,71,0.87,SY,1728860633
450,gantang,26.92,119.6333,20.69,92,42,1.07,CN,1728860635
451,anzio,41.4853,12.6179,17.93,82,30,3.52,IT,1728860636
452,buzuluk,52.7807,52.2635,0.55,50,0,1.45,RU,1728860638
453,salahonda,2.1019,-78.7217,25.83,83,100,5.7,CO,1728860639
454,reichertshofen,48.6577,11.4661,6.25,77,75,2.06,DE,1728860640
455,siocon,7.7061,122.1353,27.38,83,83,1.43,PH,1728860641
456,dunda,-8.1167,34.25,19.84,52,39,0.92,TZ,1728860642
457,neryungri,56.6709,124.6491,-6.72,87,100,4.2,RU,1728860637
458,port moresby,-9.4431,147.1797,26.68,78,40,1.54,PG,1728860644
459,las tablas,7.7667,-80.2833,27.32,99,100,2.28,PA,1728860646
460,leck,54.7669,8.9785,10.02,84,92,8.07,DE,1728860647
461,iwon-up,40.3231,128.6553,17.2,78,100,1.55,KP,1728860648
462,tauranga,-37.6861,176.1667,15.85,76,100,0.89,NZ,1728860649
463,flying fish cove,-10.4217,105.6791,25.82,88,100,4.12,CX,1728860650
464,kawm umbu,24.4767,32.9463,29.07,26,0,3.6,EG,1728860651
465,childress,34.4264,-100.204,29.84,19,12,5.58,US,1728860524
466,langxiang,46.95,128.8833,11.18,81,100,2.21,CN,1728860654
467,pangody,65.85,74.4859,-0.75,90,20,7.08,RU,1728860655
468,namibe,-15.1961,12.1522,20.23,89,68,1.57,AO,1728860656
469,prince rupert,54.3161,-130.3201,11.05,92,0,3.6,CA,1728860505
470,krasnoshchekovo,51.6708,82.7289,-4.47,87,11,2.19,RU,1728860660
471,uvinza,-5.1036,30.3911,24.43,51,86,1.06,TZ,1728860661
472,francistown,-21.17,27.5079,22.23,32,1,3.76,BW,1728860662
473,alibag,18.6411,72.8792,26.71,85,78,1.88,IN,1728860663
474,bridgewater,44.3835,-64.5155,10.38,78,17,0.45,CA,1728860665
475,sai buri,6.7013,101.6168,26.09,93,100,1.09,TH,1728860666
476,hinckley,52.5389,-1.3761,7.41,85,100,2.29,GB,1728860426
477,delijan,33.9905,50.6838,20.94,22,7,1.15,IR,1728860610
478,alo,6.5486,4.2686,24.82,88,100,4.3,NG,1728860669
479,'ain boucif,35.8912,3.1585,19.86,51,85,2.39,DZ,1728860670
480,guiuan,11.0333,125.7247,29.18,72,100,3.05,PH,1728860672
481,kruisfontein,-34.0033,24.7314,14.61,83,62,6.58,ZA,1728860673
482,maracaibo,10.6317,-71.6406,29.18,73,87,4.34,VE,1728860645
483,uklana,29.5167,75.8667,22.64,28,63,2.05,IN,1728860675
484,uthai thani,15.3833,99.55,23.78,91,91,1.23,TH,1728860676
485,boa vista,2.8197,-60.6733,31.99,48,40,3.09,BR,1728860679
486,beya,53.0533,90.9139,-6.67,91,22,1.14,RU,1728860680
487,aginskoye,51.1,114.53,-0.93,77,100,6.97,RU,1728860681
488,nadi,-17.8,177.4167,27.0,78,100,3.09,FJ,1728860682
489,sezze,41.5033,13.0641,16.29,78,59,1.34,IT,1728860683
490,belyy yar,53.6039,91.3903,-3.06,74,75,0.0,RU,1728860685
491,bilohirsk,45.05,34.6,13.4,76,100,3.48,UA,1728860686
492,phek,25.6667,94.5,13.92,100,38,0.61,IN,1728860687
493,manismata,-2.4667,111.0333,23.64,98,100,0.31,ID,1728860688
494,ta`u,-14.2336,-169.5144,26.89,78,78,7.04,AS,1728860689
495,nizhnesortymskiy,62.4397,71.7603,0.37,85,100,4.52,RU,1728860690
496,yanchep,-31.55,115.6833,16.8,72,25,0.26,AU,1728860692
497,caraballeda,10.6112,-66.8522,30.04,70,62,4.63,VE,1728860693
498,lucapa,-8.4192,20.7447,22.21,61,86,1.36,AO,1728860694
499,yinchuan,38.4681,106.2731,15.71,43,58,2.49,CN,1728860695
500,kachug,53.9606,105.8817,-9.55,90,99,1.16,RU,1728860696
501,siwa oasis,29.2041,25.5195,26.38,53,1,4.43,EG,1728860698
502,taitung city,22.7583,121.1444,23.15,88,40,2.06,TW,1728860699
503,khomeyn,33.6423,50.0789,15.86,29,0,2.19,IR,1728860700
504,elliot,-31.3333,27.85,16.47,59,0,0.44,ZA,1728860701
505,dara,15.3484,-15.4799,26.77,73,100,4.65,SN,1728860549
506,rabkavi,16.4667,75.1,23.55,81,72,2.3,IN,1728860703
507,cleveland,41.4995,-81.6954,15.21,92,100,5.14,US,1728860660
508,rikaze,29.25,88.8833,5.77,50,0,1.79,CN,1728860706
509,keren,15.7778,38.4581,22.29,38,1,2.6,ER,1728860707
510,colares,38.7992,-9.4469,20.44,83,33,3.01,PT,1728860708
511,coxim,-18.5067,-54.76,30.55,46,18,3.53,BR,1728860709
512,extrema,-22.8547,-46.3183,16.91,92,91,3.33,BR,1728860710
513,el sauzal de rodriguez,31.9,-116.6833,20.23,85,24,1.81,MX,1728860711
514,papao,-17.75,-149.55,26.82,76,38,6.62,PF,1728860713
515,walvis bay,-22.9575,14.5053,16.53,77,76,5.14,NA,1728860714
516,livani,56.3543,26.1758,6.06,93,90,2.39,LV,1728860715
517,buon ma thuot,12.6667,108.05,20.34,95,96,1.1,VN,1728860508
518,buka,40.8108,69.1986,12.52,82,100,1.14,UZ,1728860717
519,muisne,0.6,-80.0333,24.03,84,100,4.12,EC,1728860718
520,magadan,59.5667,150.8,1.79,89,55,1.59,RU,1728860719
521,tibati,6.4667,12.6333,19.01,97,99,1.25,CM,1728860721
522,mahibadhoo,3.7833,72.9667,27.49,80,91,7.06,MV,1728860722
523,colchani,-20.3,-66.9333,15.26,29,56,5.11,BO,1728860723
524,summerland,49.5998,-119.6691,17.1,34,75,4.12,CA,1728860508
525,zelenoborskiy,66.845,32.3622,4.53,95,100,2.48,RU,1728860725
526,ola,59.5833,151.2833,2.09,83,46,1.87,RU,1728860727
527,wewak,-3.5534,143.6268,27.92,79,98,2.15,PG,1728860728
528,al jawf,29.5,38.75,22.51,36,0,1.58,SA,1728860729
529,korsholm,63.1142,21.6822,4.44,100,100,3.13,FI,1728860731
530,cockburn town,21.4612,-71.1419,28.98,84,40,3.09,TC,1728860732
531,la mira,18.035,-102.3266,28.04,78,57,2.87,MX,1728860733
532,san lorenzo de esmeraldas,1.2883,-78.8369,25.2,86,100,3.81,EC,1728860734
533,newport beach,33.6189,-117.9289,25.19,62,0,4.12,US,1728860736
534,pauini,-7.7136,-66.9764,31.88,35,54,1.38,BR,1728860737
535,howard springs,-12.497,131.047,29.93,81,41,2.79,AU,1728860738
536,khandyga,62.6667,135.6,-6.93,86,100,0.96,RU,1728860739
537,mitsamiouli,-11.3847,43.2844,25.09,81,5,1.93,KM,1728860742
538,kosti,13.1629,32.6635,29.65,50,7,3.67,SD,1728860743
539,saint-pierre,-21.3393,55.4781,21.82,68,0,6.17,RE,1728860744
540,lompoc,34.6391,-120.4579,18.96,83,0,2.68,US,1728860745
541,lannemezan,43.1252,0.384,16.42,64,29,2.0,FR,1728860746
542,xinyu,27.8043,114.9334,20.73,71,31,2.23,CN,1728860748
543,luang prabang,19.8856,102.1347,22.52,90,58,0.4,LA,1728860749
544,ouargaye,11.5033,0.0572,26.47,70,28,4.0,BF,1728860750
545,sitka,57.0531,-135.33,10.94,76,100,5.66,US,1728860751
546,tanjung pandan,-2.75,107.65,25.68,83,100,1.27,ID,1728860753
547,saguenay,48.4168,-71.0657,7.27,70,75,3.6,CA,1728860755
548,saint-philippe,-21.3585,55.7679,20.88,72,45,5.19,RE,1728860756
549,samba,32.5667,75.1167,20.4,46,0,1.44,IN,1728860758
550,sona,45.4388,10.8255,12.69,98,0,1.54,IT,1728860759
551,faya-largeau,17.9257,19.1043,30.06,15,64,5.43,TD,1728860534
552,saryozek,44.3583,77.9753,9.47,70,97,2.45,KZ,1728860763
553,inarajan village,13.2736,144.7484,29.66,87,89,3.2,GU,1728860764
554,ebon,4.582,168.6964,29.37,73,96,6.13,MH,1728860765
555,konarka,19.9,86.1167,25.93,81,59,1.84,IN,1728860766
556,seven pagodas,12.6264,80.1722,26.09,84,97,3.08,IN,1728860768
557,kirakira,-10.4544,161.9205,28.83,75,59,4.4,SB,1728860769
558,pullman,46.7313,-117.1796,22.77,34,0,1.54,US,1728860751
559,sittwe,20.15,92.9,26.48,87,49,1.93,MM,1728860771
560,obock,12.25,43.0833,25.64,57,10,0.44,DJ,1728860772
561,minas de marcona,-15.2119,-75.1103,15.63,68,10,6.23,PE,1728860774
562,sarangani,5.4033,125.4636,29.23,74,64,6.09,PH,1728860775
563,amalapuram,16.5833,82.0167,24.33,96,99,1.32,IN,1728860776
564,caminauit,12.3314,121.0825,27.62,76,49,1.28,PH,1728860777
565,long beach,33.767,-118.1892,23.41,74,0,7.2,US,1728860485
566,la mojonera,37.2923,-2.4373,15.67,82,59,0.57,ES,1728860779
567,okhotsk,59.3833,143.3,1.4,72,50,2.59,RU,1728860780
568,lagunas,-5.2269,-75.6753,28.83,58,92,1.17,PE,1728860782
569,ukhta,63.5671,53.6835,0.71,83,100,2.4,RU,1728860783
570,say,13.1007,2.3689,29.23,63,100,4.05,NE,1728860785
571,peterhead,57.5058,-1.7981,7.53,60,100,4.84,GB,1728860711
572,cabedelo,-6.9811,-34.8339,26.37,82,5,5.0,BR,1728860788
